,id,innings,overs,ball_number,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team
52786,1178410,1,12,2,V Kohli,SP Narine,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
52788,1178410,1,12,4,V Kohli,SP Narine,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
52796,1178410,1,13,6,V Kohli,Kuldeep Yadav,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
52797,1178410,1,14,1,V Kohli,M Prasidh Krishna,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
52799,1178410,1,14,3,V Kohli,M Prasidh Krishna,MM Ali,,4,0,4,0,0,,,,Royal Challengers Bangalore
52800,1178410,1,14,4,V Kohli,M Prasidh Krishna,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
52812,1178410,1,16,3,V Kohli,HF Gurney,MP Stoinis,,4,0,4,0,0,,,,Royal Challengers Bangalore
52813,1178410,1,16,4,V Kohli,HF Gurney,MP Stoinis,,2,0,2,0,0,,,,Royal Challengers Bangalore
52814,1178410,1,16,5,V Kohli,HF Gurney,MP Stoinis,,4,0,4,0,0,,,,Royal Challengers Bangalore
52815,1178410,1,16,6,V Kohli,HF Gurney,MP Stoinis,,6,0,6,0,0,,,,Royal Challengers Bangalore
52816,1178410,1,16,7,V Kohli,HF Gurney,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
52817,1178410,1,17,1,V Kohli,SP Narine,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
52819,1178410,1,17,3,V Kohli,SP Narine,MP Stoinis,,6,0,6,0,0,,,,Royal Challengers Bangalore
52820,1178410,1,17,4,V Kohli,SP Narine,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
52824,1178410,1,18,1,V Kohli,M Prasidh Krishna,MP Stoinis,,2,0,2,0,0,,,,Royal Challengers Bangalore
52825,1178410,1,18,2,V Kohli,M Prasidh Krishna,MP Stoinis,,6,0,6,0,0,,,,Royal Challengers Bangalore
52826,1178410,1,18,3,V Kohli,M Prasidh Krishna,MP Stoinis,,4,0,4,0,0,,,,Royal Challengers Bangalore
52827,1178410,1,18,4,V Kohli,M Prasidh Krishna,MP Stoinis,,2,0,2,0,0,,,,Royal Challengers Bangalore
52828,1178410,1,18,5,V Kohli,M Prasidh Krishna,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
52830,1178410,1,19,1,V Kohli,HF Gurney,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
52834,1178410,1,19,5,V Kohli,HF Gurney,MP Stoinis,,4,0,4,0,0,,,,Royal Challengers Bangalore
52835,1178410,1,19,6,V Kohli,HF Gurney,MP Stoinis,,0,0,0,0,1,V Kohli,caught,Shubman Gill,Royal Challengers Bangalore
53688,1178406,1,0,3,V Kohli,JP Behrendorff,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
53689,1178406,1,0,4,V Kohli,JP Behrendorff,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
53690,1178406,1,0,5,V Kohli,JP Behrendorff,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
53691,1178406,1,0,6,V Kohli,JP Behrendorff,PA Patel,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
53692,1178406,1,0,7,V Kohli,JP Behrendorff,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
53693,1178406,1,1,1,V Kohli,SL Malinga,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
53695,1178406,1,1,3,V Kohli,SL Malinga,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
53696,1178406,1,1,4,V Kohli,SL Malinga,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
53698,1178406,1,1,6,V Kohli,SL Malinga,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
53699,1178406,1,2,1,V Kohli,JP Behrendorff,PA Patel,,0,0,0,0,1,V Kohli,caught,Q de Kock,Royal Challengers Bangalore
54540,1178403,2,0,3,V Kohli,SM Curran,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
54541,1178403,2,0,4,V Kohli,SM Curran,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
54542,1178403,2,0,5,V Kohli,SM Curran,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
54544,1178403,2,1,1,V Kohli,Mohammed Shami,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
54545,1178403,2,1,2,V Kohli,Mohammed Shami,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
54546,1178403,2,1,3,V Kohli,Mohammed Shami,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
54549,1178403,2,1,6,V Kohli,Mohammed Shami,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
54550,1178403,2,2,1,V Kohli,SM Curran,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
54551,1178403,2,2,2,V Kohli,SM Curran,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
54552,1178403,2,2,3,V Kohli,SM Curran,PA Patel,,2,0,2,0,0,,,,Royal Challengers Bangalore
54553,1178403,2,2,4,V Kohli,SM Curran,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
54556,1178403,2,3,1,V Kohli,R Ashwin,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
54558,1178403,2,3,3,V Kohli,R Ashwin,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
54559,1178403,2,3,4,V Kohli,R Ashwin,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
54561,1178403,2,3,6,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54562,1178403,2,4,1,V Kohli,Mohammed Shami,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54570,1178403,2,5,3,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54571,1178403,2,5,4,V Kohli,M Ashwin,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
54572,1178403,2,5,5,V Kohli,M Ashwin,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
54573,1178403,2,5,6,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54576,1178403,2,6,3,V Kohli,AJ Tye,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54580,1178403,2,7,1,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54581,1178403,2,7,2,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54582,1178403,2,7,3,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54584,1178403,2,7,5,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54585,1178403,2,7,6,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54586,1178403,2,8,1,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54588,1178403,2,8,3,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54590,1178403,2,8,5,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54594,1178403,2,9,3,V Kohli,M Ashwin,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
54595,1178403,2,9,4,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54596,1178403,2,9,5,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54597,1178403,2,9,6,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54598,1178403,2,10,1,V Kohli,R Ashwin,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
54599,1178403,2,10,2,V Kohli,R Ashwin,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
54600,1178403,2,10,3,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54602,1178403,2,10,5,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54604,1178403,2,10,7,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54605,1178403,2,11,1,V Kohli,AJ Tye,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
54606,1178403,2,11,2,V Kohli,AJ Tye,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54607,1178403,2,11,3,V Kohli,AJ Tye,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
54608,1178403,2,11,4,V Kohli,AJ Tye,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
54609,1178403,2,11,5,V Kohli,AJ Tye,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54611,1178403,2,12,1,V Kohli,SM Curran,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
54612,1178403,2,12,2,V Kohli,SM Curran,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54614,1178403,2,12,4,V Kohli,SM Curran,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54619,1178403,2,13,3,V Kohli,AJ Tye,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54621,1178403,2,13,5,V Kohli,AJ Tye,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54622,1178403,2,13,6,V Kohli,AJ Tye,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54624,1178403,2,14,2,V Kohli,M Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
54625,1178403,2,14,3,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54628,1178403,2,14,6,V Kohli,M Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54629,1178403,2,15,1,V Kohli,Mohammed Shami,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
54631,1178403,2,15,3,V Kohli,Mohammed Shami,AB de Villiers,,0,0,0,0,1,V Kohli,caught,M Ashwin,Royal Challengers Bangalore
56324,1178395,1,1,1,V Kohli,CH Morris,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
56325,1178395,1,1,2,V Kohli,CH Morris,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
56327,1178395,1,1,4,V Kohli,CH Morris,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
56334,1178395,1,2,4,V Kohli,I Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
56337,1178395,1,3,1,V Kohli,CH Morris,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
56344,1178395,1,4,2,V Kohli,I Sharma,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
56346,1178395,1,4,4,V Kohli,I Sharma,AB de Villiers,legbyes,0,1,1,0,0,,,,Royal Challengers Bangalore
56349,1178395,1,5,1,V Kohli,K Rabada,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
56350,1178395,1,5,2,V Kohli,K Rabada,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
56351,1178395,1,5,3,V Kohli,K Rabada,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
56353,1178395,1,5,5,V Kohli,K Rabada,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
56357,1178395,1,6,2,V Kohli,AR Patel,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56362,1178395,1,7,1,V Kohli,K Rabada,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56364,1178395,1,7,3,V Kohli,K Rabada,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56367,1178395,1,7,6,V Kohli,K Rabada,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56368,1178395,1,8,1,V Kohli,AR Patel,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56370,1178395,1,8,3,V Kohli,AR Patel,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56372,1178395,1,8,5,V Kohli,AR Patel,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56377,1178395,1,9,4,V Kohli,S Lamichhane,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56379,1178395,1,9,6,V Kohli,S Lamichhane,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56380,1178395,1,10,1,V Kohli,AR Patel,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56382,1178395,1,10,3,V Kohli,AR Patel,MP Stoinis,,1,0,1,0,0,,,,Royal Challengers Bangalore
56386,1178395,1,11,1,V Kohli,S Lamichhane,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
56388,1178395,1,11,3,V Kohli,S Lamichhane,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
56390,1178395,1,11,5,V Kohli,S Lamichhane,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
56395,1178395,1,12,4,V Kohli,AR Patel,MM Ali,,1,0,1,0,0,,,,Royal Challengers Bangalore
56404,1178395,1,13,7,V Kohli,I Sharma,MM Ali,,0,0,0,0,0,,,,Royal Challengers Bangalore
56416,1178395,1,15,6,V Kohli,CH Morris,AD Nath,,1,0,1,0,0,,,,Royal Challengers Bangalore
56417,1178395,1,16,1,V Kohli,S Lamichhane,AD Nath,,1,0,1,0,0,,,,Royal Challengers Bangalore
56420,1178395,1,16,4,V Kohli,S Lamichhane,AD Nath,,6,0,6,0,0,,,,Royal Challengers Bangalore
56421,1178395,1,16,5,V Kohli,S Lamichhane,AD Nath,,6,0,6,0,0,,,,Royal Challengers Bangalore
56422,1178395,1,16,6,V Kohli,S Lamichhane,AD Nath,,1,0,1,0,0,,,,Royal Challengers Bangalore
56423,1178395,1,17,1,V Kohli,K Rabada,AD Nath,,0,0,0,0,1,V Kohli,caught,SS Iyer,Royal Challengers Bangalore
57048,1175372,1,0,5,V Kohli,M Prasidh Krishna,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
57049,1175372,1,0,6,V Kohli,M Prasidh Krishna,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
57051,1175372,1,1,2,V Kohli,PP Chawla,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57054,1175372,1,1,5,V Kohli,PP Chawla,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
57055,1175372,1,1,6,V Kohli,PP Chawla,PA Patel,,2,0,2,0,0,,,,Royal Challengers Bangalore
57058,1175372,1,2,3,V Kohli,SP Narine,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57061,1175372,1,2,6,V Kohli,SP Narine,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57062,1175372,1,3,1,V Kohli,LH Ferguson,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
57063,1175372,1,3,2,V Kohli,LH Ferguson,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
57064,1175372,1,3,3,V Kohli,LH Ferguson,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
57065,1175372,1,3,4,V Kohli,LH Ferguson,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
57066,1175372,1,3,5,V Kohli,LH Ferguson,PA Patel,,4,0,4,0,0,,,,Royal Challengers Bangalore
57067,1175372,1,3,6,V Kohli,LH Ferguson,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57068,1175372,1,4,1,V Kohli,PP Chawla,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57075,1175372,1,5,2,V Kohli,SP Narine,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57077,1175372,1,5,4,V Kohli,SP Narine,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57080,1175372,1,6,1,V Kohli,Kuldeep Yadav,PA Patel,,2,0,2,0,0,,,,Royal Challengers Bangalore
57081,1175372,1,6,2,V Kohli,Kuldeep Yadav,PA Patel,,0,0,0,0,0,,,,Royal Challengers Bangalore
57082,1175372,1,6,3,V Kohli,Kuldeep Yadav,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57084,1175372,1,6,5,V Kohli,Kuldeep Yadav,PA Patel,,2,0,2,0,0,,,,Royal Challengers Bangalore
57085,1175372,1,6,6,V Kohli,Kuldeep Yadav,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57086,1175372,1,7,1,V Kohli,N Rana,PA Patel,,2,0,2,0,0,,,,Royal Challengers Bangalore
57087,1175372,1,7,2,V Kohli,N Rana,PA Patel,,1,0,1,0,0,,,,Royal Challengers Bangalore
57093,1175372,1,8,1,V Kohli,PP Chawla,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
57095,1175372,1,8,3,V Kohli,PP Chawla,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
57098,1175372,1,8,6,V Kohli,PP Chawla,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
57099,1175372,1,9,1,V Kohli,Kuldeep Yadav,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
57100,1175372,1,9,2,V Kohli,Kuldeep Yadav,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
57103,1175372,1,9,5,V Kohli,Kuldeep Yadav,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
57105,1175372,1,10,1,V Kohli,PP Chawla,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
57108,1175372,1,10,4,V Kohli,PP Chawla,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
57109,1175372,1,10,5,V Kohli,PP Chawla,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
